Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP,Player-additional
295,Jaden McDaniels,PF,22,MIN,32,984,12.3,.620,.364,.182,4.8,8.3,6.6,7.4,1.7,3.6,13.9,14.9,,0.8,0.9,1.7,.084,,-1.5,0.5,-1.0,0.2,mcdanja02
296,Jalen McDaniels,SF,25,CHO,35,909,12.7,.567,.406,.221,3.3,16.1,9.4,12.2,1.9,1.8,12.6,17.1,,0.6,0.8,1.5,.078,,-1.7,0.5,-1.2,0.2,mcdanja01
297,Doug McDermott,SF,31,SAS,29,598,11.9,.600,.586,.111,1.8,10.2,5.8,10.2,0.2,0.7,9.9,19.7,,0.6,-0.1,0.5,.038,,0.2,-3.2,-3.0,-0.1,mcderdo01
298,JaVale McGee,C,35,DAL,22,185,15.8,.630,.063,.375,9.5,23.9,16.6,3.7,0.8,5.5,21.2,23.2,,0.0,0.3,0.2,.058,,-4.1,-0.6,-4.7,-0.1,mcgeeja01
299,Bryce McGowens,SG,20,CHO,13,186,8.8,.527,.356,.267,1.6,9.0,5.1,9.3,1.0,1.9,10.7,12.5,,0.1,0.1,0.2,.040,,-2.7,-1.3,-4.0,-0.1,mcgowbr01
300,Rodney McGruder,SG,31,DET,11,92,5.0,.330,.708,.167,6.9,14.8,10.7,12.9,1.0,0.0,13.4,13.7,,-0.1,0.0,-0.1,-0.058,,-3.3,-1.1,-4.4,-0.1,mcgruro01
301,Jordan McLaughlin,PG,26,MIN,18,287,13.4,.522,.515,.136,2.8,8.6,5.8,28.7,2.5,0.7,16.7,12.4,,0.3,0.3,0.6,.100,,-0.4,0.6,0.1,0.2,mclaujo01
302,De'Anthony Melton,PG,24,PHI,30,906,14.0,.550,.596,.087,4.4,13.6,9.1,15.6,3.3,1.1,13.4,18.5,,0.3,1.6,1.9,.099,,-0.5,2.1,1.6,0.8,meltode01
303,Chimezie Metu,C,25,SAC,25,278,15.6,.639,.236,.225,6.3,24.7,15.6,8.3,1.5,1.5,14.8,17.6,,0.3,0.3,0.6,.112,,-0.9,0.2,-0.7,0.1,metuch01
304,Khris Middleton,SF,31,MIL,7,171,9.6,.457,.532,.247,0.6,10.3,5.6,25.9,1.1,0.5,11.4,23.7,,-0.1,0.2,0.1,.032,,-3.4,-1.1,-4.5,-0.1,middlkh01
305,Patty Mills,PG,34,BRK,24,283,15.6,.657,.690,.150,2.2,7.0,4.7,14.8,1.0,0.3,10.9,18.9,,0.6,0.2,0.7,.124,,2.6,-1.8,0.8,0.2,millspa02
306,Shake Milton,SG,26,PHI,29,708,13.6,.593,.268,.230,2.8,12.1,7.6,20.6,0.8,0.7,14.6,19.5,,0.8,0.7,1.5,.100,,-1.0,-0.7,-1.6,0.1,miltosh01
307,Josh Minott,SF,20,MIN,6,15,35.0,.740,.200,.800,15.3,7.2,11.1,19.4,3.1,6.2,0.0,19.2,,0.1,0.0,0.1,.434,,10.5,4.1,14.6,0.1,minotjo01
308,Davion Mitchell,PG,24,SAC,32,623,9.3,.530,.451,.093,1.3,7.8,4.6,17.7,1.4,1.1,14.8,15.2,,0.1,0.4,0.5,.039,,-2.5,-0.3,-2.9,-0.1,mitchda01
309,Donovan Mitchell,SG,26,CLE,31,1125,23.6,.631,.457,.271,2.9,9.3,6.2,22.3,1.9,0.9,11.3,31.4,,3.1,1.7,4.7,.202,,6.1,0.8,6.9,2.5,mitchdo01
310,Evan Mobley,PF,21,CLE,35,1193,17.0,.601,.108,.347,8.8,22.0,15.6,11.8,1.1,3.5,14.1,18.6,,1.7,2.2,3.9,.155,,-0.1,1.8,1.7,1.1,mobleev01
311,Isaiah Mobley,PF,23,CLE,8,26,15.0,.563,.250,.000,4.7,44.3,25.1,0.0,1.9,0.0,0.0,13.8,,0.0,0.1,0.1,.163,,-0.2,1.4,1.2,0.0,mobleis01
312,Chima Moneke,SF,27,SAC,2,8,-3.4,.347,.000,1.000,29.1,0.0,14.3,16.5,0.0,0.0,41.0,26.0,,0.0,0.0,0.0,-0.276,,-12.8,-7.9,-20.7,0.0,monekch01
313,Malik Monk,SG,24,SAC,33,771,16.7,.585,.504,.241,2.0,9.2,5.6,24.8,1.3,0.5,13.8,26.5,,0.9,0.5,1.4,.089,,1.7,-1.6,0.1,0.4,monkma01
314,Moses Moody,SG,20,GSW,31,489,9.3,.610,.609,.203,2.8,9.3,6.1,6.7,1.1,0.9,14.2,13.9,,0.2,0.3,0.6,.057,,-2.0,-0.9,-2.9,-0.1,moodymo01
315,Wendell Moore Jr.,SG,21,MIN,16,96,9.5,.530,.429,.179,2.4,12.3,7.5,11.1,2.5,2.9,18.8,16.5,,-0.1,0.1,0.0,.022,,-4.1,1.2,-2.9,0.0,moorewe01
316,Ja Morant,PG,23,MEM,28,907,23.3,.547,.255,.421,4.1,16.2,10.2,40.6,1.5,0.6,13.0,36.0,,1.6,1.2,2.8,.146,,5.3,0.3,5.6,1.7,moranja01
317,Marcus Morris,PF,33,LAC,33,986,12.8,.563,.492,.152,1.9,16.3,9.3,8.9,1.1,1.2,7.5,18.7,,0.7,1.3,2.0,.099,,-0.7,0.6,-0.1,0.5,morrima03
318,Markieff Morris,PF,33,BRK,19,217,12.7,.621,.639,.098,5.0,17.7,11.7,11.5,1.3,1.6,14.7,15.4,,0.2,0.2,0.5,.108,,-0.2,-0.3,-0.5,0.1,morrima02
319,Monte Morris,PG,27,WAS,31,890,13.9,.551,.405,.154,1.5,11.3,6.5,24.9,1.4,0.6,8.6,14.9,,1.4,0.6,2.0,.108,,0.0,-0.3,-0.3,0.4,morrimo01
320,Trey Murphy III,SF,22,NOP,31,894,15.4,.650,.634,.240,4.0,12.5,8.2,6.9,1.8,1.6,7.8,15.8,,1.9,1.1,3.0,.162,,1.7,0.6,2.3,1.0,murphtr02
321,Dejounte Murray,SG,26,ATL,30,1078,17.3,.528,.312,.154,2.0,14.2,8.0,25.9,2.3,0.9,11.3,25.6,,0.6,1.3,1.8,.081,,1.1,0.6,1.8,1.0,murrade01
322,Jamal Murray,PG,25,DEN,28,890,16.7,.541,.364,.240,2.0,12.3,7.2,25.8,1.5,0.6,10.9,25.9,,1.0,0.6,1.6,.084,,1.1,-1.7,-0.6,0.3,murraja01
323,Keegan Murray,SF,22,SAC,31,888,10.1,.555,.597,.133,3.3,11.4,7.4,3.7,1.3,1.8,9.7,17.3,,0.0,0.7,0.7,.040,,-1.3,-1.0,-2.3,-0.1,murrake02
324,Mike Muscala,C,31,OKC,24,318,15.9,.624,.673,.231,3.6,22.0,12.6,10.0,0.6,3.7,5.8,15.9,,0.7,0.4,1.1,.161,,1.3,0.3,1.6,0.3,muscami01
325,Svi Mykhailiuk,SF,25,NYK,11,38,16.9,.739,.833,.417,0.0,19.7,9.8,3.8,1.3,0.0,12.3,18.0,,0.1,0.0,0.1,.152,,4.1,0.6,4.8,0.1,mykhasv01
326,Larry Nance Jr.,PF,30,NOP,29,662,17.7,.683,.150,.198,8.5,19.0,13.7,11.1,2.0,3.4,12.5,13.2,,1.5,1.1,2.6,.187,,0.8,2.2,3.0,0.8,nancela02
327,Andrew Nembhard,SG,23,IND,30,784,10.3,.568,.498,.075,1.8,11.0,6.5,20.0,1.9,0.7,17.0,14.1,,0.4,0.6,1.1,.066,,-2.4,0.7,-1.7,0.1,nembhan01
328,Aaron Nesmith,SF,23,IND,30,669,10.2,.548,.551,.169,3.9,14.2,9.1,7.4,1.6,2.0,10.7,16.9,,0.2,0.6,0.8,.057,,-2.6,0.1,-2.4,-0.1,nesmiaa01
329,Raul Neto,PG,30,CLE,22,197,10.7,.558,.409,.273,1.2,8.8,5.1,18.2,2.3,0.0,14.0,13.0,,0.2,0.3,0.5,.117,,-3.4,2.6,-0.8,0.1,netora01
330,Georges Niang,PF,29,PHI,31,629,12.1,.613,.761,.096,1.1,12.0,6.7,7.8,1.2,1.2,9.4,18.9,,0.5,0.7,1.2,.094,,-0.1,-0.5,-0.5,0.2,niangge01
331,Daishen Nix,PG,20,HOU,29,438,8.0,.481,.663,.208,2.5,10.0,6.2,23.6,2.5,0.7,27.6,14.4,,-0.4,0.3,0.0,-0.005,,-3.5,0.0,-3.6,-0.2,nixda01
332,Zeke Nnaji,PF,22,DEN,25,263,11.2,.635,.229,.257,10.7,6.6,8.6,2.5,0.7,1.4,13.3,14.8,,0.4,0.1,0.5,.086,,-3.4,-2.4,-5.9,-0.3,nnajize01
333,Nerlens Noel,C,28,DET,7,63,9.2,.384,.000,.462,5.1,28.7,16.5,6.4,4.6,2.8,16.1,12.5,,-0.1,0.1,0.0,.015,,-5.3,2.8,-2.5,0.0,noelne01
334,Jaylen Nowell,SG,23,MIN,35,703,14.0,.509,.378,.149,4.3,11.5,8.0,16.3,1.4,0.4,7.5,25.7,,0.1,0.5,0.6,.043,,-0.8,-1.6,-2.4,-0.1,nowelja01
335,Frank Ntilikina,PG,24,DAL,16,200,3.7,.421,.533,.244,1.2,12.6,6.8,14.4,1.0,0.9,19.4,14.0,,-0.3,0.2,-0.1,-0.031,,-6.8,-0.6,-7.4,-0.3,ntilila01
336,Kendrick Nunn,PG,27,LAL,28,326,5.4,.460,.487,.084,0.3,9.3,4.9,10.9,0.9,0.3,14.5,24.2,,-0.8,0.2,-0.7,-0.099,,-5.6,-2.6,-8.2,-0.5,nunnke01
337,Jusuf Nurkić,C,28,POR,30,865,19.2,.613,.184,.420,10.0,28.8,19.5,16.0,1.3,3.0,16.8,22.0,,1.4,1.2,2.6,.143,,0.4,1.0,1.3,0.7,nurkiju01
338,Jordan Nwora,SF,24,MIL,26,431,9.5,.508,.514,.229,5.0,14.7,9.9,8.0,0.9,0.6,12.7,17.7,,0.0,0.5,0.4,.048,,-2.3,-0.6,-2.9,-0.1,nworajo01
339,Royce O'Neale,SF,29,BRK,33,1161,9.3,.554,.665,.093,2.6,12.9,8.0,15.0,1.3,1.8,17.2,13.0,,0.4,1.1,1.5,.061,,-1.3,0.2,-1.0,0.3,onealro01
340,Chuma Okeke,PF,24,ORL,18,392,10.1,.509,.690,.241,6.2,15.7,11.0,9.0,1.4,2.2,8.6,11.6,,0.3,0.3,0.6,.078,,-1.5,0.6,-0.9,0.1,okekech01
341,Josh Okogie,SG,24,PHO,31,367,15.0,.512,.425,.416,13.0,15.5,14.2,11.8,2.5,3.1,14.1,18.1,,0.3,0.5,0.8,.110,,-0.9,1.0,0.1,0.2,okogijo01
342,Onyeka Okongwu,C,22,ATL,34,757,17.7,.653,.015,.418,12.4,21.7,16.9,5.4,1.1,3.7,11.6,14.4,,1.8,1.0,2.8,.176,,-0.9,0.4,-0.5,0.3,okongon01
343,Isaac Okoro,SG,22,CLE,35,654,8.1,.530,.486,.271,3.2,9.9,6.6,5.8,1.7,2.0,11.8,12.2,,0.1,1.0,1.1,.081,,-3.7,1.9,-1.8,0.0,okorois01
344,KZ Okpala,PF,23,SAC,22,180,8.0,.604,.464,.214,3.9,13.8,8.9,6.9,1.1,3.2,14.0,8.4,,0.1,0.2,0.3,.086,,-3.4,1.2,-2.1,0.0,okpalkz01
345,Victor Oladipo,SG,30,MIA,10,254,9.6,.471,.532,.234,1.7,9.9,5.7,15.2,3.3,0.8,12.4,16.9,,-0.2,0.4,0.2,.044,,-5.2,1.6,-3.7,-0.1,oladivi01
346,Kelly Olynyk,PF,31,UTA,33,940,15.2,.663,.428,.402,4.8,14.7,9.7,15.4,1.9,1.8,19.0,17.6,,1.6,0.9,2.5,.126,,0.1,0.9,0.9,0.7,olynyke01
347,Eugene Omoruyi,SF,25,OKC,15,192,13.4,.554,.389,.264,8.1,14.0,11.0,6.7,3.0,0.0,11.1,19.6,,0.1,0.2,0.4,.093,,-3.0,0.2,-2.8,0.0,omorueu01
348,Cedi Osman,SF,27,CLE,34,778,11.6,.572,.529,.205,1.6,11.7,6.8,10.1,1.1,0.5,9.0,17.9,,0.6,1.0,1.6,.101,,-1.5,0.6,-1.0,0.2,osmande01
349,Kelly Oubre Jr.,SF,27,CHO,34,1128,15.1,.518,.418,.224,4.7,12.5,8.4,6.0,2.3,1.0,6.0,26.4,,0.3,1.0,1.3,.055,,-0.2,-1.1,-1.3,0.2,oubreke01
350,Chris Paul,PG,37,PHO,22,691,17.2,.542,.413,.329,1.7,14.1,7.7,37.5,2.3,0.9,14.6,18.6,,1.4,0.8,2.2,.151,,1.6,0.8,2.4,0.8,paulch01
351,Cameron Payne,PG,28,PHO,26,645,14.5,.521,.419,.159,1.5,9.5,5.4,31.1,1.9,0.7,13.9,24.3,,0.4,0.5,1.0,.072,,0.3,-1.1,-0.8,0.2,payneca01
352,Theo Pinson,SG,27,DAL,14,69,6.0,.368,.667,.400,3.4,31.2,17.2,9.6,1.5,0.0,14.5,13.6,,-0.1,0.1,0.0,-0.012,,-4.7,-0.1,-4.8,0.0,pinsoth01
353,Scotty Pippen Jr.,PG,22,LAL,3,23,3.9,.363,.286,.857,9.7,9.1,9.3,5.2,2.1,3.7,17.2,21.4,,-0.1,0.0,0.0,-0.100,,-7.5,-2.5,-10.0,0.0,pippesc02
354,Mason Plumlee,C,32,CHO,35,965,18.2,.629,.000,.639,12.2,23.8,17.7,19.4,1.2,2.4,17.4,14.6,,2.0,1.0,3.0,.148,,0.3,1.0,1.3,0.8,plumlma01
355,Jakob Poeltl,C,27,SAS,26,681,20.4,.651,.000,.324,13.4,25.3,19.1,16.3,1.6,3.5,19.0,18.3,,1.2,0.6,1.7,.121,,0.7,0.1,0.8,0.5,poeltja01
356,Aleksej Pokusevski,PF,21,OKC,31,677,14.3,.530,.416,.136,6.9,17.8,12.3,12.7,1.4,5.4,13.7,18.4,,0.2,0.9,1.1,.076,,-0.5,0.8,0.3,0.4,pokusal01
357,Jordan Poole,SG,23,GSW,36,1049,13.4,.558,.499,.290,1.1,7.0,4.1,22.6,1.2,0.8,16.1,30.4,,-0.3,0.7,0.4,.019,,-0.8,-2.5,-3.3,-0.4,poolejo01
358,Kevin Porter Jr.,PG,22,HOU,33,1132,15.6,.541,.384,.315,4.7,12.7,8.7,27.0,2.0,1.2,17.1,26.0,,0.5,0.8,1.3,.057,,0.5,-0.9,-0.4,0.5,porteke02
359,Michael Porter Jr.,SF,24,DEN,20,591,16.1,.603,.527,.153,4.4,19.5,12.0,6.1,1.2,1.6,8.2,22.3,,0.7,0.5,1.2,.099,,1.0,-1.6,-0.6,0.2,portemi01
360,Otto Porter Jr.,SF,29,TOR,8,146,14.3,.656,.567,.267,4.4,10.9,7.4,7.4,3.7,0.0,10.7,11.0,,0.3,0.2,0.4,.141,,-1.1,1.6,0.5,0.1,porteot01
361,Bobby Portis,PF,27,MIL,34,887,18.2,.557,.306,.111,10.2,30.1,20.3,11.2,0.5,0.9,8.6,21.6,,1.3,1.3,2.6,.141,,1.5,-0.6,1.0,0.7,portibo01
362,Kristaps Porziņģis,PF,27,WAS,32,1053,21.9,.589,.348,.436,7.0,22.9,15.1,12.0,1.5,4.0,10.2,27.6,,1.9,1.4,3.3,.148,,2.8,0.2,3.0,1.3,porzikr01
363,Micah Potter,PF,24,UTA,3,14,17.2,1.000,.000,.000,7.8,16.0,11.8,19.5,0.0,0.0,0.0,6.0,,0.1,0.0,0.1,.239,,2.2,1.4,3.6,0.0,pottemi01
364,Dwight Powell,C,31,DAL,30,522,14.1,.710,.022,.648,12.3,11.5,11.9,4.5,1.5,1.9,16.4,12.2,,1.2,0.5,1.7,.159,,-2.0,-0.1,-2.1,0.0,poweldw01
365,Norman Powell,SG,29,LAC,26,643,15.6,.592,.379,.341,1.6,10.3,6.1,11.1,1.6,1.2,12.9,26.2,,0.3,0.8,1.1,.086,,-0.4,-0.2,-0.6,0.2,powelno01
366,Jason Preston,PG,23,LAC,5,44,4.4,.415,.500,.125,2.6,9.7,6.2,26.7,0.0,0.0,19.2,20.7,,-0.1,0.0,-0.1,-0.067,,-5.7,-1.6,-7.3,-0.1,prestja01
367,Joshua Primo,SG,20,SAS,4,93,6.4,.467,.462,.346,2.3,13.9,7.8,24.7,0.5,1.8,26.9,18.3,,-0.1,0.0,-0.1,-0.069,,-4.5,-2.0,-6.5,-0.1,primojo01
368,Taurean Prince,SF,28,MIN,18,352,10.0,.630,.524,.214,2.0,11.9,7.1,8.0,0.8,1.1,15.7,16.1,,0.2,0.2,0.4,.058,,-2.5,-0.9,-3.4,-0.1,princta02
369,Payton Pritchard,PG,25,BOS,21,221,11.0,.515,.588,.118,5.6,8.3,7.0,15.8,1.3,0.4,14.4,20.6,,0.0,0.2,0.2,.035,,-1.9,-1.7,-3.6,-0.1,pritcpa01
370,Trevelin Queen,PG,25,IND,2,20,-3.4,.000,1.000,.000,5.5,10.8,8.2,11.7,2.4,4.4,50.0,12.5,,-0.1,0.0,-0.1,-0.230,,-11.0,-0.6,-11.6,0.0,queentr01
371,Neemias Queta,C,23,SAC,4,25,17.9,.676,.000,.250,18.6,22.5,20.6,6.2,0.0,3.3,10.1,16.8,,0.1,0.0,0.1,.168,,-2.5,-0.8,-3.3,0.0,quetane01
372,Immanuel Quickley,PG,23,NYK,35,860,13.1,.526,.481,.239,2.2,14.5,8.3,18.3,1.9,0.6,11.6,19.5,,0.6,1.0,1.6,.089,,-1.0,0.8,-0.2,0.4,quickim01
373,Julius Randle,PF,28,NYK,35,1207,20.3,.589,.427,.390,6.1,23.8,14.9,16.8,1.0,0.7,11.5,27.3,,2.5,1.5,3.9,.155,,3.7,0.0,3.8,1.7,randlju01
374,Austin Reaves,SG,24,LAL,33,959,12.4,.675,.493,.422,2.5,8.1,5.4,9.5,0.9,1.2,14.3,13.6,,1.5,0.5,2.0,.101,,-0.8,-0.3,-1.1,0.2,reaveau01
375,Cam Reddish,SF,23,NYK,20,438,10.7,.558,.412,.243,1.7,5.9,3.8,6.4,1.7,1.7,9.1,15.9,,0.3,0.4,0.7,.075,,-2.1,-0.1,-2.2,0.0,reddica01
376,Davon Reed,SG,27,DEN,23,236,4.8,.454,.586,.276,3.5,13.2,8.4,7.2,1.6,0.8,16.7,14.3,,-0.3,0.2,-0.1,-0.016,,-5.6,-1.3,-6.9,-0.3,reedda01
377,Paul Reed,C,23,PHI,28,280,15.1,.571,.048,.190,14.0,23.3,18.7,6.2,3.9,6.0,19.9,13.6,,0.2,0.7,0.9,.153,,-4.6,3.2,-1.4,0.0,reedpa01
378,Naz Reid,C,23,MIN,29,508,19.1,.637,.352,.255,5.9,22.9,14.7,8.8,1.2,5.0,12.7,23.0,,0.6,0.7,1.3,.126,,0.7,0.5,1.2,0.4,reidna01
379,Nick Richards,C,25,CHO,33,622,20.1,.657,.000,.538,15.6,20.5,17.9,5.0,0.5,3.9,11.1,16.9,,1.7,0.5,2.3,.175,,0.4,-1.4,-1.0,0.2,richani01
380,Josh Richardson,SG,29,SAS,24,554,11.0,.533,.541,.191,2.5,9.1,5.7,17.0,1.6,0.3,14.4,20.9,,0.0,0.1,0.1,.009,,-1.8,-2.3,-4.1,-0.3,richajo01
381,Austin Rivers,SG,30,MIN,25,493,8.5,.618,.563,.243,0.5,9.4,5.1,8.0,1.2,0.2,10.9,11.0,,0.4,0.3,0.7,.070,,-2.7,-0.2,-2.8,-0.1,riverau01
382,Duncan Robinson,SF,28,MIA,25,456,8.1,.534,.795,.128,1.5,12.1,6.6,10.0,0.8,0.0,9.8,17.7,,0.0,0.4,0.4,.042,,-3.1,-1.6,-4.7,-0.3,robindu01
383,Mitchell Robinson,C,24,NYK,27,693,20.6,.717,.000,.440,17.9,18.7,18.3,5.2,1.4,6.7,9.7,10.0,,2.2,1.1,3.3,.226,,2.1,1.6,3.7,1.0,robinmi01
384,Orlando Robinson,C,22,MIA,8,127,15.3,.545,.143,.229,11.3,17.0,14.0,13.0,2.3,3.2,11.5,15.2,,0.2,0.2,0.4,.141,,-3.0,1.9,-1.0,0.0,robinor01
385,Jeremiah Robinson-Earl,PF,22,OKC,26,548,15.5,.593,.437,.161,9.7,15.3,12.4,6.3,1.6,1.8,7.9,15.4,,1.0,0.6,1.5,.136,,0.5,-0.5,0.0,0.3,robinje02
386,Isaiah Roby,PF,24,SAS,28,309,11.3,.518,.429,.235,4.2,21.2,12.3,13.6,1.8,1.6,13.6,16.8,,0.0,0.2,0.2,.027,,-2.5,-0.2,-2.7,-0.1,robyis01
387,David Roddy,PF,21,MEM,32,594,7.9,.494,.538,.168,3.6,11.7,7.7,5.1,1.0,1.5,10.6,16.3,,-0.2,0.6,0.4,.034,,-3.4,-0.6,-4.0,-0.3,roddyda01
388,Ryan Rollins,PG,20,GSW,11,60,-3.3,.485,.474,.316,3.7,14.5,9.2,12.8,0.8,1.5,42.5,26.3,,-0.4,0.1,-0.3,-0.251,,-12.5,-4.3,-16.8,-0.2,rolliry01
389,Derrick Rose,PG,34,NYK,24,308,11.8,.485,.379,.069,2.8,10.8,6.8,21.4,1.1,1.5,12.3,23.3,,-0.1,0.3,0.2,.027,,-0.8,-1.2,-2.0,0.0,rosede01
390,Terrence Ross,SG,31,ORL,32,736,8.0,.519,.538,.071,1.4,8.5,5.0,8.1,1.3,0.8,12.1,16.6,,-0.3,0.4,0.1,.006,,-3.1,-0.9,-4.0,-0.4,rosste01
391,Terry Rozier,PG,28,CHO,25,901,12.5,.485,.398,.144,2.9,10.4,6.5,23.9,1.0,0.5,10.9,27.0,,-0.4,0.4,0.0,-0.002,,-0.2,-2.4,-2.6,-0.1,roziete01
392,D'Angelo Russell,PG,26,MIN,33,1081,15.6,.578,.492,.200,1.9,8.9,5.5,28.4,1.7,1.5,16.5,22.6,,1.0,0.8,1.8,.081,,1.2,-1.0,0.2,0.6,russeda01
