Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
163,JaMychal Green,PF,32,GSW,28,1,417,64,125,.512,13,49,.265,51,76,.671,.564,22,30,.733,40,72,112,21,13,10,32,57,163,greenja01
164,Javonte Green,SG,29,CHI,26,1,420,57,99,.576,12,32,.375,45,67,.672,.636,26,38,.684,24,55,79,20,21,18,19,45,152,greenja02
165,Jeff Green,PF,36,DEN,24,3,464,68,129,.527,8,30,.267,60,99,.606,.558,35,51,.686,21,46,67,27,9,7,23,42,179,greenje02
166,Josh Green,SG,22,DAL,25,1,507,60,103,.583,24,54,.444,36,49,.735,.699,32,45,.711,22,35,57,29,23,1,18,62,176,greenjo02
167,AJ Griffin,SF,19,ATL,31,9,674,129,279,.462,52,142,.366,77,137,.562,.556,14,16,.875,21,52,73,32,33,3,26,39,324,griffaj01
168,Blake Griffin,PF,33,BOS,15,8,229,29,58,.500,8,24,.333,21,34,.618,.569,15,21,.714,15,44,59,18,4,1,6,31,81,griffbl01
169,Quentin Grimes,SG,22,NYK,24,19,649,82,174,.471,43,114,.377,39,60,.650,.595,25,33,.758,22,59,81,50,15,12,27,70,232,grimequ01
170,Rui Hachimura,PF,24,WAS,20,0,475,104,200,.520,16,48,.333,88,152,.579,.560,33,42,.786,16,79,95,23,6,9,24,23,257,hachiru01
171,Tyrese Haliburton,PG,22,IND,33,33,1103,243,506,.480,100,250,.400,143,256,.559,.579,91,104,.875,23,102,125,338,55,14,88,36,677,halibty01
172,Jordan Hall,SF,21,SAS,9,0,83,9,28,.321,3,15,.200,6,13,.462,.375,7,9,.778,3,9,12,11,1,0,7,6,28,halljo02
173,R.J. Hampton,PG,21,ORL,24,0,337,46,107,.430,17,49,.347,29,58,.500,.509,28,33,.848,9,26,35,33,16,4,19,20,137,hamptrj01
174,Tim Hardaway Jr.,SG,30,DAL,33,16,910,145,387,.375,92,262,.351,53,125,.424,.494,62,80,.775,8,92,100,56,28,5,31,48,444,hardati02
175,James Harden,SG,33,PHI,19,19,726,128,296,.432,51,140,.364,77,156,.494,.519,111,126,.881,9,114,123,212,29,11,70,41,418,hardeja01
176,Jaden Hardy,SG,20,DAL,10,0,65,14,41,.341,1,12,.083,13,29,.448,.354,9,9,1.000,0,8,8,3,1,2,3,9,38,hardyja02
177,Ron Harper Jr.,SF,22,TOR,2,0,8,2,4,.500,2,3,.667,0,1,.000,.750,0,0,,0,1,1,0,0,0,0,0,6,harpero02
178,Montrezl Harrell,C,29,PHI,29,5,328,50,91,.549,0,1,.000,50,90,.556,.549,40,56,.714,27,50,77,18,7,13,16,34,140,harremo01
179,Gary Harris,SG,28,ORL,9,3,215,32,63,.508,13,30,.433,19,33,.576,.611,10,10,1.000,5,17,22,14,5,2,10,17,87,harriga01
180,Joe Harris,SG,31,BRK,29,18,745,90,212,.425,55,144,.382,35,68,.515,.554,12,17,.706,12,69,81,49,18,9,17,72,247,harrijo01
181,Kevon Harris,SG,25,ORL,25,0,299,28,70,.400,11,26,.423,17,44,.386,.479,22,26,.846,21,28,49,11,11,3,16,33,89,harrike01
182,Tobias Harris,PF,30,PHI,30,30,1038,194,393,.494,64,162,.395,130,231,.563,.575,47,54,.870,28,157,185,82,36,15,44,67,499,harrito02
183,Josh Hart,SG,27,POR,32,32,1107,119,233,.511,22,63,.349,97,170,.571,.558,56,73,.767,64,207,271,124,41,3,54,86,316,hartjo01
184,Isaiah Hartenstein,C,24,NYK,35,7,697,84,164,.512,8,30,.267,76,134,.567,.537,23,29,.793,99,133,232,28,22,28,30,84,199,harteis01
185,Udonis Haslem,PF,42,MIA,5,1,36,1,10,.100,0,1,.000,1,9,.111,.100,1,2,.500,3,3,6,0,1,1,0,7,3,hasleud01
186,Sam Hauser,PF,25,BOS,35,0,545,76,167,.455,60,145,.414,16,22,.727,.635,7,11,.636,15,74,89,26,10,8,11,44,219,hausesa01
187,Jaxson Hayes,C,22,NOP,14,1,161,20,39,.513,1,13,.077,19,26,.731,.526,14,21,.667,7,31,38,11,3,5,8,13,55,hayesja02
188,Killian Hayes,PG,21,DET,37,24,943,134,352,.381,40,124,.323,94,228,.412,.438,29,36,.806,16,92,108,196,39,14,65,110,337,hayeski01
189,Gordon Hayward,SF,32,CHO,18,18,594,100,227,.441,23,71,.324,77,156,.494,.491,44,57,.772,18,72,90,70,14,4,39,20,267,haywago01
190,Juancho Hernangómez,PF,27,TOR,23,9,434,41,86,.477,14,48,.292,27,38,.711,.558,5,11,.455,22,68,90,17,11,4,13,30,101,hernaju01
191,Willy Hernangómez,C,28,NOP,16,0,165,29,58,.500,1,6,.167,28,52,.538,.509,32,40,.800,24,38,62,15,5,6,21,22,91,hernawi01
192,Tyler Herro,SG,23,MIA,27,27,954,202,451,.448,89,226,.394,113,225,.502,.547,73,80,.913,14,143,157,123,27,11,70,47,566,herroty01
193,Buddy Hield,SG,30,IND,35,35,1107,222,489,.454,132,315,.419,90,174,.517,.589,42,49,.857,32,134,166,92,32,11,70,68,618,hieldbu01
194,Haywood Highsmith,SF,26,MIA,24,2,466,40,104,.385,17,50,.340,23,54,.426,.466,6,16,.375,23,67,90,21,22,9,17,30,103,highsha01
195,George Hill,PG,36,MIL,30,0,601,50,117,.427,19,64,.297,31,53,.585,.509,32,44,.727,12,52,64,77,14,3,27,37,151,hillge01
196,Malcolm Hill,SF,27,CHI,3,0,1,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,0,0,0,0,hillma01
197,Aaron Holiday,PG,26,ATL,31,3,531,58,132,.439,21,48,.438,37,84,.440,.519,19,23,.826,16,30,46,51,23,5,22,53,156,holidaa01
198,Jrue Holiday,PG,32,MIL,26,25,860,183,404,.453,58,159,.365,125,245,.510,.525,67,75,.893,33,104,137,194,40,12,86,52,491,holidjr01
199,Justin Holiday,SG,33,ATL,26,0,400,46,121,.380,29,84,.345,17,37,.459,.500,0,0,,2,20,22,23,5,10,12,35,121,holidju01
200,Richaun Holmes,PF,29,SAC,19,0,180,25,39,.641,2,3,.667,23,36,.639,.667,6,8,.750,13,25,38,3,3,3,5,28,58,holmeri01
201,Al Horford,C,36,BOS,26,26,800,97,194,.500,56,126,.444,41,68,.603,.644,5,8,.625,25,138,163,67,12,28,17,50,255,horfoal01
202,Talen Horton-Tucker,SG,22,UTA,32,1,498,81,212,.382,20,86,.233,61,126,.484,.429,32,43,.744,16,63,79,72,24,11,38,43,214,hortota01
203,Danuel House Jr.,SF,29,PHI,28,2,477,47,95,.495,19,55,.345,28,40,.700,.595,24,32,.750,7,48,55,21,6,7,14,38,137,houseda01
204,Caleb Houstan,SF,20,ORL,24,1,416,32,86,.372,22,62,.355,10,24,.417,.500,11,13,.846,16,42,58,16,4,2,7,39,97,houstca01
205,Trevor Hudgins,PG,23,HOU,1,0,4,1,1,1.000,1,1,1.000,0,0,,1.500,0,0,,0,0,0,0,0,0,0,0,3,hudgitr01
206,Kevin Huerter,SG,24,SAC,32,32,1001,173,364,.475,91,220,.414,82,144,.569,.600,50,72,.694,18,84,102,91,36,9,50,82,487,huertke01
207,De'Andre Hunter,SF,25,ATL,28,28,860,150,335,.448,40,113,.354,110,222,.495,.507,79,96,.823,18,96,114,34,10,6,36,81,419,huntede01
208,Bones Hyland,PG,22,DEN,26,1,542,114,293,.389,61,158,.386,53,135,.393,.493,48,57,.842,9,48,57,89,16,9,43,47,337,hylanbo01
209,Serge Ibaka,PF,33,MIL,15,0,170,24,47,.511,6,15,.400,18,32,.563,.574,8,13,.615,13,29,42,4,0,6,8,20,62,ibakase01
210,Joe Ingles,SF,35,MIL,5,0,88,6,25,.240,4,21,.190,2,4,.500,.320,3,3,1.000,2,5,7,7,2,0,10,7,19,inglejo01
211,Brandon Ingram,SF,25,NOP,15,15,481,109,231,.472,28,60,.467,81,171,.474,.532,66,76,.868,7,69,76,70,13,10,42,33,312,ingrabr01
212,Kyrie Irving,PG,30,BRK,25,25,918,241,494,.488,76,210,.362,165,284,.581,.565,95,104,.913,21,102,123,118,18,22,59,69,653,irvinky01
213,Jaden Ivey,SG,20,DET,33,32,997,175,425,.412,44,140,.314,131,285,.460,.464,111,153,.725,36,103,139,132,35,9,87,97,505,iveyja01
214,Isaiah Jackson,PF,21,IND,29,3,453,73,132,.553,1,6,.167,72,126,.571,.557,50,72,.694,41,78,119,29,14,33,27,66,197,jacksis01
215,Jaren Jackson Jr.,C,23,MEM,17,17,427,93,189,.492,26,75,.347,67,114,.588,.561,59,77,.766,32,72,104,10,18,52,25,50,271,jacksja02
216,Justin Jackson,SF,27,BOS,14,0,65,3,14,.214,3,12,.250,0,2,.000,.321,0,0,,0,7,7,4,2,2,2,4,9,jacksju01
217,Reggie Jackson,PG,32,LAC,33,33,947,152,357,.426,53,148,.358,99,209,.474,.500,50,55,.909,14,68,82,127,23,3,73,68,407,jacksre01
218,LeBron James,PF,38,LAL,27,27,965,295,592,.498,55,185,.297,240,407,.590,.545,106,141,.752,33,185,218,177,29,16,85,51,751,jamesle01
219,Ty Jerome,SG,25,GSW,20,1,346,53,104,.510,17,43,.395,36,61,.590,.591,19,20,.950,3,32,35,47,5,1,11,28,142,jeromty01
220,Isaiah Joe,SG,23,OKC,27,1,324,56,120,.467,44,98,.449,12,22,.545,.650,19,23,.826,3,45,48,26,16,2,13,32,175,joeis01
221,Alize Johnson,PF,26,SAS,4,0,30,3,6,.500,0,2,.000,3,4,.750,.500,1,2,.500,2,8,10,1,1,0,4,3,7,johnsal02
222,Cameron Johnson,PF,26,PHO,8,8,202,37,83,.446,22,51,.431,15,32,.469,.578,8,11,.727,5,22,27,14,9,3,2,14,104,johnsca02
223,Jalen Johnson,SF,21,ATL,33,6,524,65,148,.439,11,52,.212,54,96,.563,.476,23,32,.719,21,102,123,36,16,16,18,58,164,johnsja05
224,James Johnson,PF,35,IND,9,0,71,7,19,.368,1,7,.143,6,12,.500,.395,0,0,,0,8,8,5,1,3,2,17,15,johnsja01
225,Keldon Johnson,SF,23,SAS,30,30,979,223,537,.415,76,222,.342,147,315,.467,.486,104,143,.727,26,124,150,89,24,3,69,56,626,johnske04
226,Keon Johnson,SG,20,POR,15,0,207,36,93,.387,16,48,.333,20,45,.444,.473,5,11,.455,6,22,28,20,9,4,24,18,93,johnske07
227,Stanley Johnson,SF,26,SAS,7,0,89,16,27,.593,4,9,.444,12,18,.667,.667,4,5,.800,2,13,15,13,5,4,6,8,40,johnsst04
228,Nikola Jokić,C,27,DEN,31,31,1042,300,485,.619,24,74,.324,276,411,.672,.643,174,216,.806,67,269,336,291,45,20,109,88,798,jokicni01
229,Damian Jones,C,27,LAL,18,1,167,20,36,.556,0,3,.000,20,33,.606,.556,15,20,.750,18,35,53,4,3,11,8,15,55,jonesda03
230,Derrick Jones Jr.,SF,25,CHI,25,0,345,48,96,.500,11,32,.344,37,64,.578,.557,30,36,.833,23,35,58,15,13,17,11,32,137,jonesde02
231,Herbert Jones,SF,24,NOP,23,23,653,82,188,.436,21,70,.300,61,118,.517,.492,57,74,.770,27,54,81,51,31,16,28,78,242,joneshe01
232,Kai Jones,C,22,CHO,22,0,217,27,54,.500,3,11,.273,24,43,.558,.528,8,11,.727,19,30,49,5,5,10,9,30,65,joneska01
233,Tre Jones,PG,23,SAS,33,33,989,159,364,.437,26,85,.306,133,279,.477,.473,77,85,.906,26,91,117,216,48,5,64,57,421,jonestr01
234,Tyus Jones,PG,26,MEM,33,5,774,128,290,.441,48,128,.375,80,162,.494,.524,33,44,.750,14,59,73,150,26,2,34,14,337,jonesty01
235,DeAndre Jordan,C,34,DEN,26,3,375,52,69,.754,1,1,1.000,51,68,.750,.761,17,36,.472,35,103,138,21,5,17,29,41,122,jordade01
236,Cory Joseph,PG,31,DET,30,2,443,49,122,.402,18,53,.340,31,69,.449,.475,15,22,.682,7,26,33,90,10,2,18,43,131,josepco01
237,Nikola Jović,PF,19,MIA,15,8,204,28,69,.406,8,35,.229,20,34,.588,.464,18,19,.947,9,22,31,10,7,2,10,19,82,jovicni01
238,Mfiondu Kabengele,PF,25,BOS,1,0,8,1,2,.500,0,1,.000,1,1,1.000,.500,0,0,,3,1,4,0,0,0,0,1,2,kabenmf01
239,Frank Kaminsky,C,29,ATL,16,0,125,17,30,.567,8,18,.444,9,12,.750,.700,8,8,1.000,1,24,25,16,2,0,6,15,50,kaminfr01
240,Trevor Keels,SG,19,NYK,1,0,1,0,1,.000,0,1,.000,0,0,,.000,0,0,,0,1,1,0,0,0,0,0,0,keelstr01
241,Luke Kennard,SG,26,LAC,24,7,540,79,158,.500,49,103,.476,30,55,.545,.655,13,14,.929,5,61,66,28,14,3,22,33,220,kennalu01
242,Walker Kessler,C,21,UTA,34,6,624,98,133,.737,0,0,,98,133,.737,.737,35,64,.547,81,132,213,21,7,63,22,77,231,kesslwa01
243,Braxton Key,SF,25,DET,3,0,9,1,1,1.000,0,0,,1,1,1.000,1.000,2,2,1.000,0,1,1,0,0,0,0,0,4,keybr01
244,Corey Kispert,SF,23,WAS,28,17,776,94,196,.480,47,120,.392,47,76,.618,.599,26,34,.765,15,54,69,42,17,4,18,42,261,kispeco01
245,Maxi Kleber,C,31,DAL,22,0,564,51,104,.490,24,65,.369,27,39,.692,.606,11,14,.786,19,59,78,21,7,22,13,48,137,klebima01
246,Nathan Knight,PF,25,MIN,16,0,79,15,21,.714,1,4,.250,14,17,.824,.738,11,15,.733,5,11,16,4,4,1,9,11,42,knighna01
247,Kevin Knox,SF,23,DET,30,0,420,60,132,.455,31,86,.360,29,46,.630,.572,18,23,.783,14,57,71,13,11,9,19,53,169,knoxke01
248,Christian Koloko,C,22,TOR,32,17,518,42,94,.447,0,7,.000,42,87,.483,.447,33,49,.673,53,54,107,15,9,39,16,83,117,kolokch01
249,John Konchar,SG,26,MEM,31,20,799,84,186,.452,41,108,.380,43,78,.551,.562,16,19,.842,32,141,173,48,33,9,18,51,225,konchjo01
250,Furkan Korkmaz,SG,25,PHI,18,0,204,24,62,.387,10,30,.333,14,32,.438,.468,18,25,.720,4,19,23,17,4,2,12,9,76,korkmfu01
251,Luke Kornet,C,27,BOS,30,0,373,50,75,.667,2,6,.333,48,69,.696,.680,15,18,.833,42,60,102,22,6,24,12,42,117,kornelu01
252,Vit Krejci,PG,22,ATL,16,0,105,10,26,.385,5,17,.294,5,9,.556,.481,1,2,.500,2,9,11,10,2,1,3,10,26,krejcvi01
253,Jonathan Kuminga,PF,20,GSW,32,4,588,90,191,.471,16,60,.267,74,131,.565,.513,44,65,.677,34,71,105,50,15,14,47,72,240,kuminjo01
254,Kyle Kuzma,PF,27,WAS,35,35,1240,289,620,.466,89,261,.341,200,359,.557,.538,90,128,.703,33,231,264,125,20,14,93,86,757,kuzmaky01
255,Anthony Lamb,SF,25,GSW,28,3,518,62,126,.492,33,87,.379,29,39,.744,.623,9,14,.643,20,66,86,44,17,8,29,58,166,lamban01
256,Jock Landale,C,27,PHO,30,2,419,72,141,.511,9,42,.214,63,99,.636,.543,47,58,.810,49,61,110,24,7,19,25,56,200,landajo01
257,Romeo Langford,SG,23,SAS,19,7,362,45,93,.484,6,27,.222,39,66,.591,.516,17,25,.680,27,24,51,17,12,8,15,34,113,langfro01
258,Jake LaRavia,PF,21,MEM,21,0,325,30,73,.411,19,51,.373,11,22,.500,.541,6,7,.857,16,38,54,18,10,3,15,37,85,laravja01
259,Zach LaVine,SG,27,CHI,30,30,1043,241,533,.452,84,224,.375,157,309,.508,.531,100,123,.813,17,112,129,127,32,1,70,70,666,lavinza01
260,A.J. Lawson,SG,22,MIN,1,0,2,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,0,1,1,0,0,0,0,1,2,lawsoaj01
261,Damion Lee,SG,30,PHO,36,2,788,102,220,.464,67,138,.486,35,82,.427,.616,37,40,.925,23,101,124,46,15,3,32,56,308,leeda03
262,Saben Lee,PG,23,PHI,2,0,10,3,4,.750,0,1,.000,3,3,1.000,.750,0,0,,0,0,0,2,1,0,3,1,6,leesa01
263,Alex Len,C,29,SAC,9,1,39,5,10,.500,0,1,.000,5,9,.556,.500,3,4,.750,3,10,13,2,0,0,2,7,13,lenal01
264,Kawhi Leonard,SF,31,LAC,14,12,391,86,187,.460,13,51,.255,73,136,.537,.495,42,56,.750,15,69,84,53,12,4,20,20,227,leonaka01
265,Caris LeVert,SG,28,CLE,31,16,942,128,324,.395,44,126,.349,84,198,.424,.463,60,79,.759,23,104,127,117,23,4,50,72,360,leverca01
266,Kira Lewis Jr.,PG,21,NOP,2,0,23,4,11,.364,1,3,.333,3,8,.375,.409,2,2,1.000,0,2,2,1,1,0,0,4,11,lewiski01
267,Damian Lillard,PG,32,POR,22,22,772,182,413,.441,93,245,.380,89,168,.530,.553,148,163,.908,14,70,84,158,18,6,77,41,605,lillada01
268,Nassir Little,PF,22,POR,21,0,321,43,91,.473,16,43,.372,27,48,.563,.560,14,21,.667,7,43,50,18,8,3,14,17,116,littlna01
269,Isaiah Livers,PF,24,DET,22,7,430,42,104,.404,29,81,.358,13,23,.565,.543,15,20,.750,11,39,50,13,9,12,13,42,128,liveris01
270,Kenneth Lofton Jr.,PF,20,MEM,5,0,23,7,14,.500,0,1,.000,7,13,.538,.500,1,3,.333,1,3,4,4,0,0,1,3,15,loftoke01
271,Kevon Looney,C,26,GSW,36,36,821,99,155,.639,0,0,,99,155,.639,.639,37,58,.638,90,190,280,105,14,20,14,100,235,looneke01
272,Brook Lopez,C,34,MIL,33,33,1016,183,360,.508,67,171,.392,116,189,.614,.601,57,71,.803,60,135,195,39,18,85,44,75,490,lopezbr01
273,Robin Lopez,C,34,CLE,22,1,194,28,44,.636,0,0,,28,44,.636,.636,9,12,.750,17,15,32,9,1,3,15,26,65,lopezro01
274,Kevin Love,PF,34,CLE,27,1,535,76,184,.413,51,131,.389,25,53,.472,.552,41,47,.872,22,165,187,58,4,5,33,41,244,loveke01
275,Kyle Lowry,PG,36,MIA,30,30,1078,135,329,.410,73,204,.358,62,125,.496,.521,89,104,.856,24,119,143,180,33,15,69,84,432,lowryky01
276,Trey Lyles,PF,27,SAC,27,0,389,58,135,.430,29,85,.341,29,50,.580,.537,19,27,.704,26,61,87,22,9,8,25,29,164,lylestr01
277,Théo Maledon,PG,21,CHO,33,1,539,60,142,.423,18,56,.321,42,86,.488,.486,47,54,.870,9,73,82,79,25,5,34,34,185,maledth01
278,Sandro Mamukelashvili,C,23,MIL,14,0,117,12,33,.364,5,17,.294,7,16,.438,.439,5,10,.500,9,22,31,9,1,2,4,10,34,mamuksa01
279,Terance Mann,SG,26,LAC,35,13,752,113,217,.521,26,75,.347,87,142,.613,.581,36,49,.735,38,95,133,67,22,11,37,65,288,mannte01
280,Tre Mann,PG,21,OKC,29,4,580,96,250,.384,42,136,.309,54,114,.474,.468,17,24,.708,15,55,70,46,22,4,27,44,251,manntr01
281,Boban Marjanović,C,34,HOU,10,0,38,7,11,.636,0,1,.000,7,10,.700,.636,7,9,.778,1,9,10,1,1,1,2,1,21,marjabo01
282,Lauri Markkanen,SF,25,UTA,34,34,1153,275,522,.527,105,240,.438,170,282,.603,.627,135,160,.844,64,222,286,69,20,21,66,75,790,markkla01
283,Naji Marshall,SF,25,NOP,32,8,735,98,220,.445,32,96,.333,66,124,.532,.518,54,66,.818,25,84,109,72,22,8,31,48,282,marshna01
284,Caleb Martin,PF,27,MIA,32,32,1031,131,282,.465,48,121,.397,83,161,.516,.550,33,42,.786,50,104,154,61,35,12,38,59,343,martica02
285,Cody Martin,SF,27,CHO,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,martico01
286,Kenyon Martin Jr.,SF,22,HOU,34,8,832,145,262,.553,29,93,.312,116,169,.686,.609,51,77,.662,49,118,167,49,15,11,37,56,370,martike04
287,Tyrese Martin,SG,23,ATL,11,0,42,6,16,.375,1,5,.200,5,11,.455,.406,2,2,1.000,2,4,6,0,1,0,1,2,15,martity01
288,Garrison Mathews,SG,26,HOU,27,0,354,35,93,.376,32,88,.364,3,5,.600,.548,29,31,.935,5,26,31,14,16,3,8,34,131,mathega01
289,Bennedict Mathurin,SG,20,IND,35,2,989,190,458,.415,61,178,.343,129,280,.461,.481,159,194,.820,38,99,137,52,21,3,62,69,600,mathube01
290,Wesley Matthews,SG,36,MIL,25,0,377,24,73,.329,19,59,.322,5,14,.357,.459,9,10,.900,19,23,42,16,13,6,9,39,76,matthwe02
291,Tyrese Maxey,SG,22,PHI,15,15,546,126,273,.462,43,102,.422,83,171,.485,.540,48,65,.738,6,46,52,66,15,4,30,35,343,maxeyty01
292,Miles McBride,PG,22,NYK,23,0,289,31,83,.373,12,52,.231,19,31,.613,.446,10,15,.667,5,13,18,31,16,0,8,17,84,mcbrimi01
293,CJ McCollum,SG,31,NOP,30,30,1057,223,538,.414,76,207,.367,147,331,.444,.485,59,72,.819,28,125,153,183,32,19,76,54,581,mccolcj01
294,T.J. McConnell,PG,30,IND,32,0,556,73,167,.437,4,17,.235,69,150,.460,.449,16,19,.842,19,58,77,140,34,5,50,39,166,mccontj01
295,Jaden McDaniels,PF,22,MIN,32,32,984,146,275,.531,38,100,.380,108,175,.617,.600,38,50,.760,41,76,117,54,36,38,48,112,368,mcdanja02
296,Jalen McDaniels,SF,25,CHO,35,10,909,134,298,.450,44,121,.364,90,177,.508,.523,59,66,.894,30,131,161,78,36,18,47,105,371,mcdanja01
297,Doug McDermott,SF,31,SAS,29,0,598,114,244,.467,59,143,.413,55,101,.545,.588,20,27,.741,10,52,62,42,2,5,28,48,307,mcderdo01
298,JaVale McGee,C,35,DAL,22,7,185,40,64,.625,1,4,.250,39,60,.650,.633,13,24,.542,15,37,52,4,3,11,20,25,94,mcgeeja01
299,Bryce McGowens,SG,20,CHO,13,0,186,18,45,.400,6,16,.375,12,29,.414,.467,11,12,.917,3,15,18,13,4,4,6,7,53,mcgowbr01
300,Rodney McGruder,SG,31,DET,11,2,92,5,24,.208,3,17,.176,2,7,.286,.271,4,4,1.000,6,12,18,9,2,0,4,3,17,mcgruro01
301,Jordan McLaughlin,PG,26,MIN,18,0,287,28,66,.424,8,34,.235,20,32,.625,.485,9,9,1.000,7,23,30,65,15,2,14,7,73,mclaujo01
302,De'Anthony Melton,PG,24,PHI,30,23,906,132,312,.423,73,186,.392,59,126,.468,.540,19,27,.704,34,108,142,95,61,11,50,68,356,meltode01
303,Chimezie Metu,C,25,SAC,25,0,278,52,89,.584,5,21,.238,47,68,.691,.612,16,20,.800,15,61,76,16,9,5,17,28,125,metuch01
304,Khris Middleton,SF,31,MIL,7,7,171,25,77,.325,11,41,.268,14,36,.389,.396,17,19,.895,1,17,18,31,4,1,11,18,78,middlkh01
305,Patty Mills,PG,34,BRK,24,1,283,48,100,.480,30,69,.435,18,31,.581,.630,14,15,.933,5,18,23,30,6,1,13,11,140,millspa02
306,Shake Milton,SG,26,PHI,29,8,708,121,239,.506,24,64,.375,97,175,.554,.556,46,55,.836,17,75,92,94,11,5,45,52,312,miltosh01
307,Josh Minott,SF,20,MIN,6,0,15,3,5,.600,0,1,.000,3,4,.750,.600,4,4,1.000,2,1,3,2,1,1,0,1,10,minotjo01
308,Davion Mitchell,PG,24,SAC,32,3,623,82,182,.451,25,82,.305,57,100,.570,.519,12,17,.706,7,43,50,83,18,8,33,48,201,mitchda01
309,Donovan Mitchell,SG,26,CLE,31,31,1125,307,624,.492,119,285,.418,188,339,.555,.587,149,169,.882,27,91,118,139,43,11,89,80,882,mitchdo01
310,Evan Mobley,PF,21,CLE,35,35,1193,206,369,.558,9,40,.225,197,329,.599,.570,90,128,.703,86,228,314,92,25,44,70,99,511,mobleev01
311,Isaiah Mobley,PF,23,CLE,8,0,26,4,8,.500,1,2,.500,3,6,.500,.563,0,0,,1,10,11,0,1,0,0,2,9,mobleis01
312,Chima Moneke,SF,27,SAC,2,0,8,1,2,.500,0,0,,1,2,.500,.500,0,2,.000,2,0,2,1,0,0,2,2,2,monekch01
313,Malik Monk,SG,24,SAC,33,0,771,169,373,.453,63,188,.335,106,185,.573,.538,82,90,.911,13,63,76,127,22,5,66,52,483,monkma01
314,Moses Moody,SG,20,GSW,31,3,489,59,128,.461,31,78,.397,28,50,.560,.582,21,26,.808,12,42,54,25,12,5,23,31,170,moodymo01
315,Wendell Moore Jr.,SG,21,MIN,16,2,96,13,28,.464,2,12,.167,11,16,.688,.500,4,5,.800,2,11,13,8,5,3,7,11,32,moorewe01
316,Ja Morant,PG,23,MEM,28,28,907,263,585,.450,49,149,.329,214,436,.491,.491,183,246,.744,35,141,176,219,29,6,104,52,758,moranja01
317,Marcus Morris,PF,33,LAC,33,33,986,164,368,.446,69,181,.381,95,187,.508,.539,45,56,.804,17,150,167,57,23,13,32,74,442,morrima03
318,Markieff Morris,PF,33,BRK,19,1,217,27,61,.443,19,39,.487,8,22,.364,.598,6,6,1.000,9,35,44,19,6,4,11,23,79,morrima02
319,Monte Morris,PG,27,WAS,31,31,890,117,259,.452,40,105,.381,77,154,.500,.529,31,40,.775,12,92,104,162,25,6,26,49,305,morrimo01
320,Trey Murphy III,SF,22,NOP,31,21,894,133,279,.477,74,177,.418,59,102,.578,.609,61,67,.910,32,100,132,45,34,15,26,65,401,murphtr02
321,Dejounte Murray,SG,26,ATL,30,30,1078,243,545,.446,59,170,.347,184,375,.491,.500,70,84,.833,21,139,160,185,52,11,74,51,615,murrade01
322,Jamal Murray,PG,25,DEN,28,28,890,188,429,.438,56,156,.359,132,273,.484,.503,81,103,.786,15,95,110,159,27,6,58,36,513,murraja01
323,Keegan Murray,SF,22,SAC,31,29,888,130,308,.422,70,184,.380,60,124,.484,.536,32,41,.780,25,90,115,24,24,19,35,63,362,murrake02
324,Mike Muscala,C,31,OKC,24,1,318,48,104,.462,27,70,.386,21,34,.618,.591,20,24,.833,11,65,76,23,4,13,7,37,143,muscami01
325,Svi Mykhailiuk,SF,25,NYK,11,0,38,6,12,.500,6,10,.600,0,2,.000,.750,3,5,.600,0,7,7,1,1,0,2,1,21,mykhasv01
326,Larry Nance Jr.,PF,30,NOP,29,0,662,107,167,.641,10,25,.400,97,142,.683,.671,24,33,.727,50,113,163,53,28,24,26,67,248,nancela02
